Title,Artist,Cluster
Om,The Moody Blues,1
Lovely To See You,The Moody Blues,0
Question,The Moody Blues,1
And The Tide Rushes In,The Moody Blues,0
Melancholy Man,The Moody Blues,1
The Story In Your Eyes,The Moody Blues,0
Lost In A Lost World,The Moody Blues,1
New Horizons,The Moody Blues,1
For My Lady,The Moody Blues,4
Isn't Life Strange,The Moody Blues,1
You And Me,The Moody Blues,4
The Land Of Make Believe,The Moody Blues,1
I'm Just A Singer (In A Rock And Roll Band),The Moody Blues,1
Isn't Life Strange,The Moody Blues,3
When You're A Free Man,The Moody Blues,1
The Voice,The Moody Blues,1
Talking Out Of Turn,The Moody Blues,3
Gemini Dream,The Moody Blues,4
In My World,The Moody Blues,3
Meanwhile,The Moody Blues,4
"22,000 Days",The Moody Blues,1
Nervous,The Moody Blues,1
Painted Smile,The Moody Blues,4
Reflective Smile,The Moody Blues,0
Veteran Cosmic Rocker,The Moody Blues,4
The Voice,The Moody Blues,4
Steppin' In A Slide Zone,The Moody Blues,1
Your Wildest Dreams,The Moody Blues,1
No Son of Mine - 2007 Remaster,Genesis,3
Jesus He Knows Me - 2007 Remaster,Genesis,4
I Can't Dance - 2007 Remaster,Genesis,4
Hold on My Heart - 2007 Remaster,Genesis,1
"Tonight, Tonight, Tonight - 2007 Remaster",Genesis,3
Invisible Touch - 2007 Remaster,Genesis,4
Land of Confusion - 2007 Remaster,Genesis,1
In Too Deep - 2007 Remaster,Genesis,1
Throwing It All Away - 2007 Remaster,Genesis,4
Mama - 2007 Remaster,Genesis,3
That's All - 2007 Remaster,Genesis,1
Home by the Sea - 2007 Remaster,Genesis,1
Illegal Alien - 2007 Remaster,Genesis,1
Taking It All Too Hard - 2007 Remaster,Genesis,4
Just a Job to Do - 2007 Remaster,Genesis,1
It's Gonna Get Better - 2007 Remaster,Genesis,1
Abacab - 2007 Remaster,Genesis,3
No Reply at All - 2007 Remaster,Genesis,1
Man on the Corner - 2007 Remaster,Genesis,1
Behind the Lines,Genesis,1
Misunderstanding,Genesis,4
Turn It on Again,Genesis,4
Follow You Follow Me - 2007 Remaster,Genesis,4
Blinded By The Light,Manfred Mann's Earth Band,3
Conquistador,Procol Harum,0
Spinning Wheel,"Blood, Sweat & Tears",4
You've Made Me So Very Happy,"Blood, Sweat & Tears",4
And When I Die,"Blood, Sweat & Tears",4
God Bless the Child,"Blood, Sweat & Tears",1
Hi-De-Ho,"Blood, Sweat & Tears",1
Lucretia Mac Evil,"Blood, Sweat & Tears",1
I Can't Quit Her - Mono Version,"Blood, Sweat & Tears",4
Year of the Cat,Al Stewart,3
On the Border - 2001 Remaster,Al Stewart,4
Time Passages,Al Stewart,3
Just Remember I Love You,Firefall,4
What Can I Say,Boz Scaggs,0
Georgia,Boz Scaggs,4
Jump Street,Boz Scaggs,1
What Do You Want the Girl to Do,Boz Scaggs,4
Harbor Lights,Boz Scaggs,1
Lowdown,Boz Scaggs,1
It's Over,Boz Scaggs,0
Love Me Tomorrow,Boz Scaggs,4
Lido Shuffle,Boz Scaggs,4
We're All Alone,Boz Scaggs,4
JoJo,Boz Scaggs,1
Heart of Mine,Boz Scaggs,4
Love Me Like a Man - 2008 Remaster,Bonnie Raitt,4
Thing Called Love,Bonnie Raitt,4
Love Letter,Bonnie Raitt,4
Cry On My Shoulder,Bonnie Raitt,4
Real Man,Bonnie Raitt,1
Nobody's Girl,Bonnie Raitt,4
Have A Heart,Bonnie Raitt,1
Too Soon To Tell,Bonnie Raitt,4
I Will Not Be Denied,Bonnie Raitt,1
I Ain't Gonna Let You Break My Heart Again,Bonnie Raitt,0
The Road's My Middle Name,Bonnie Raitt,4
Nick Of Time,Bonnie Raitt,4
I Can't Make You Love Me,Bonnie Raitt,1
Papa Come Quick (Jody And Chico),Bonnie Raitt,0
Luck Of The Draw,Bonnie Raitt,1
Not The Only One,Bonnie Raitt,1
Something To Talk About,Bonnie Raitt,4
Love Sneakin' Up On You,Bonnie Raitt,4
Longing In Their Hearts,Bonnie Raitt,1
Dimming Of The Day,Bonnie Raitt,4
You,Bonnie Raitt,1
I Sho Do,Bonnie Raitt,4
Simple Man,The Charlie Daniels Band,4
(What This World Needs Is) A Few More Rednecks,The Charlie Daniels Band,4
Radio Ga Ga,Queen,1
Play The Game,Queen,4
Another One Bites The Dust,Queen,4
Bicycle Race,Queen,0
Don't Stop Me Now,Queen,4
We Are The Champions,Queen,0
We Will Rock You,Queen,0
Tie Your Mother Down,Queen,1
Somebody To Love,Queen,1
Good Old Fashioned Lover Boy,Queen,0
Keep Yourself Alive,Queen,4
Killer Queen - Remastered 2011,Queen,0
Now I'm Here - Remastered 2011,Queen,4
Stone Cold Crazy - Remastered 2011,Queen,0
You're My Best Friend - Remastered 2011,Queen,0
Bohemian Rhapsody - Remastered 2011,Queen,1
Your Song,Elton John,4
Take Me To The Pilot,Elton John,4
Border Song,Elton John,4
Burn Down The Mission,Elton John,3
Country Comfort,Elton John,1
Levon,Elton John,1
Razor Face,Elton John,1
Madman Across The Water,Elton John,1
Tiny Dancer,Elton John,3
Honky Cat,Elton John,1
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,1
Mona Lisas And Mad Hatters,Elton John,1
Daniel,Elton John,4
Elderberry Wine,Elton John,4
Crocodile Rock,Elton John,4
Funeral For A Friend / Love Lies Bleeding - Remastered 2014,Elton John,2
Candle In The Wind - Remastered 2014,Elton John,4
Bennie And The Jets - Remastered 2014,Elton John,1
Goodbye Yellow Brick Road - Remastered 2014,Elton John,4
This Song Has No Title - Remastered 2014,Elton John,0
Grey Seal - Remastered 2014,Elton John,4
All The Girls Love Alice - Remastered 2014,Elton John,1
Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,1
Harmony - Remastered 2014,Elton John,0
The Bitch Is Back,Elton John,4
Pinky,Elton John,4
Grimsby,Elton John,4
Dixie Lily,Elton John,0
Solar Prestige A Gammon,Elton John,0
You're So Static,Elton John,1
Stinker,Elton John,1
Ticking,Elton John,3
Don't Let The Sun Go Down On Me,Elton John,1
Sick City,Elton John,1
Step Into Christmas,Elton John,1
Cold Highway,Elton John,4
Lucy In The Sky With Diamonds,Elton John,3
Medley: Yell Help / Wednesday Night / Ugly,Elton John,3
Dan Dare (Pilot Of The Future),Elton John,4
Island Girl,Elton John,4
Grow Some Funk Of Your Own,Elton John,1
I Feel Like A Bullet (In The Gun Of Robert Ford),Elton John,1
Street Kids,Elton John,3
Hard Luck Story,Elton John,1
Feed Me,Elton John,4
Billy Bones And The White Bird,Elton John,1
Sorry Seems To Be The Hardest Word,Elton John,4
Little Jeannie,Elton John,1
Blue Eyes - Remastered 2003,Elton John,4
I'm Still Standing,Elton John,0
I Guess That's Why They Call It The Blues,Elton John,1
Sad Songs (Say So Much),Elton John,1
Nikita,Elton John,1
I Don't Wanna Go On With You Like That,Elton John,1
Sacrifice,Elton John,1
Believe,Elton John,1
Blessed,Elton John,1
Something About The Way You Look Tonight,Elton John,1
I Want Love,Elton John,1
C'est La Vie,"Emerson, Lake & Palmer",4
Still...You Turn Me On - 2014 Remaster,"Emerson, Lake & Palmer",0
Jerusalem - 2014 Remaster,"Emerson, Lake & Palmer",0
Toccata - 2014 Remaster,"Emerson, Lake & Palmer",3
Karn Evil 9 2nd Impression - 2014 Remaster,"Emerson, Lake & Palmer",3
"Karn Evil 9 1st Impression, Pt. 1 - 2014 Remaster","Emerson, Lake & Palmer",3
Hoedown - 2015 Remaster,"Emerson, Lake & Palmer",4
From the Beginning - 2015 Remaster,"Emerson, Lake & Palmer",4
Lucky Man - 2012 Remaster,"Emerson, Lake & Palmer",1
Peter Gunn (Live 1977),"Emerson, Lake & Palmer",4
Nutrocker,Trans-Siberian Orchestra,4
Christmas Eve / Sarajevo 12/24 - Instrumental,Trans-Siberian Orchestra,4
Wizards in Winter - Instrumental,Trans-Siberian Orchestra,0
Silent Lucidity - Remastered 2003,Queensrÿche,1
Jet City Woman - Remastered 2003,Queensrÿche,1
Another Rainy Night (Without You) - Remastered 2003,Queensrÿche,1
New York Groove,Ace Frehley,0
How Long,Ace,4
Couldn't Get It Right,Climax Blues Band,4
I Love You,Climax Blues Band,4
Steal Away - Remastered,Robbie Dupree,4
Baby Come Back,Player,4
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,1
T.N.T.,AC/DC,4
Dirty Deeds Done Dirt Cheap,AC/DC,4
Big Balls,AC/DC,0
The Jack,AC/DC,1
Problem Child,AC/DC,1
Highway to Hell,AC/DC,4
Girls Got Rhythm,AC/DC,4
Hells Bells,AC/DC,1
Shoot to Thrill,AC/DC,1
What Do You Do for Money Honey,AC/DC,4
Givin the Dog a Bone,AC/DC,4
Back In Black,AC/DC,4
You Shook Me All Night Long,AC/DC,4
Have a Drink on Me,AC/DC,4
Shake a Leg,AC/DC,4
Rock and Roll Ain't Noise Pollution,AC/DC,1
For Those About to Rock (We Salute You),AC/DC,1
Who Made Who,AC/DC,4
Moneytalks,AC/DC,4
Hard as a Rock,AC/DC,1
November Rain,Guns N' Roses,3
Paradise City,Guns N' Roses,3
Knockin' On Heaven's Door,Guns N' Roses,1
Civil War,Guns N' Roses,3
You Could Be Mine,Guns N' Roses,1
Don't Cry (Original),Guns N' Roses,1
Live And Let Die,Guns N' Roses,0
Patience,Guns N' Roses,1
Welcome To The Jungle,Guns N' Roses,1
Sweet Child O' Mine,Guns N' Roses,1
Mr. Brownstone,Guns N' Roses,4
I Was Made For Lovin' You,KISS,1
Rock And Roll All Nite,KISS,0
Detroit Rock City,KISS,4
Lick It Up,KISS,4
Heaven's On Fire,KISS,4
Domino,KISS,4
Detroit Rock City,KISS,1
King Of The Night Time World,KISS,4
God Of Thunder,KISS,4
Great Expectations,KISS,1
Flaming Youth,KISS,0
Sweet Pain,KISS,4
Shout It Out Loud,KISS,0
Do You Love Me,KISS,4
Since You Been Gone,Rainbow,4
Man On The Silver Mountain,Rainbow,1
Jailbreak,AC/DC,1
Holy Diver,Dio,1
The Last in Line,Dio,1
Rainbow in the Dark,Dio,4
Hush,Deep Purple,1
Child in Time,Deep Purple,2
Space Truckin',Deep Purple,1
Woman from Tokyo,Deep Purple,1
Strange Kind of Woman,Deep Purple,4
Black Night - Single Version,Deep Purple,4
Highway Star - 1997 Remix,Deep Purple,1
Kickstart My Heart,Mötley Crüe,1
"Girls, Girls, Girls",Mötley Crüe,1
Home Sweet Home,Mötley Crüe,4
Dr. Feelgood,Mötley Crüe,1
Shout At The Devil,Mötley Crüe,4
Looks That Kill,Mötley Crüe,4
Wild Side,Mötley Crüe,1
Smokin' In The Boys Room,Mötley Crüe,4
Too Young To Fall In Love,Mötley Crüe,4
Make It,Aerosmith,4
Mama Kin,Aerosmith,1
One Way Street,Aerosmith,3
Walkin' The Dog,Aerosmith,4
Movin' Out,Aerosmith,1
Same Old Song and Dance,Aerosmith,4
Train Kept a Rollin',Aerosmith,1
Pandora's Box,Aerosmith,1
Toys In The Attic,Aerosmith,0
Adam's Apple,Aerosmith,1
Walk This Way,Aerosmith,4
No More No More,Aerosmith,1
Round And Round,Aerosmith,1
You See Me Crying,Aerosmith,1
Uncle Salty,Aerosmith,4
Last Child,Aerosmith,4
Remember (Walking In The Sand),Aerosmith,4
Rag Doll,Aerosmith,1
Dude (Looks Like A Lady),Aerosmith,1
Angel,Aerosmith,1
Going Down/ Love In An Elevator,Aerosmith,1
Water Song/Janie's Got A Gun,Aerosmith,1
Dulcimer Stomp/ The Other Side,Aerosmith,1
Heart's Done Time,Aerosmith,1
What It Takes,Aerosmith,3
Eat The Rich,Aerosmith,4
Livin' On The Edge,Aerosmith,3
Shut Up And Dance,Aerosmith,1
Cryin',Aerosmith,1
Crazy,Aerosmith,1
Amazing,Aerosmith,1
Falling In Love (Is Hard On The Knees),Aerosmith,4
Taste of India,Aerosmith,1
Ain't That A Bitch,Aerosmith,1
Pink,Aerosmith,4
Hole In My Soul,Aerosmith,3
Jaded,Aerosmith,4
18 and Life,Skid Row,4
I Remember You,Skid Row,1
Youth Gone Wild,Skid Row,4
Lay It Down,Ratt,4
Getting Closer - Remastered 1993,Wings,4
"Old Siam, Sir - Remastered 1993",Wings,4
Down Under,Men At Work,4
Who Can It Be Now?,Men At Work,4
Overkill,Men At Work,4
It's A Mistake,Men At Work,1
Be Good Johnny,Men At Work,4
You're Still The One,Shania Twain,4
Man! I Feel Like A Woman!,Shania Twain,4
Any Man Of Mine,Shania Twain,4
That Don't Impress Me Much,Shania Twain,4
Space Cowboy - Remastered,Steve Miller Band,1
Living In The U.S.A. - 1991 Remaster,Steve Miller Band,4
I Want To Make The World Turn Around,Steve Miller Band,1
Abracadabra,Steve Miller Band,1
Jet Airliner,Steve Miller Band,1
Swingtown,Steve Miller Band,4
True Fine Love,Steve Miller Band,0
Winter Time,Steve Miller Band,4
Jungle Love,Steve Miller Band,0
Wild Mountain Honey,Steve Miller Band,1
"Dance, Dance, Dance",Steve Miller Band,0
Rock'n Me,Steve Miller Band,0
Serenade,Steve Miller Band,4
Mercury Blues,Steve Miller Band,4
You Send Me,Steve Miller Band,0
The Window,Steve Miller Band,4
The Joker,Steve Miller Band,1
Living In The U.S.A.,Steve Miller Band,4
Rock This Town,Stray Cats,4
Stray Cat Strut - 2000 Digital Remaster / 24-Bit Mastering,Stray Cats,4
Rumble In Brighton - 2000 Digital Remaster / 24-Bit Mastering,Stray Cats,4
Built For Speed - 2000 Digital Remaster / 24-Bit Mastering,Stray Cats,0
Rev It Up And Go - 2000 Digital Remaster,Stray Cats,0
Runaway Boys - 2000 Digital Remaster / 24-Bit Mastering,Stray Cats,0
(She's) Sexy + 17 - 2000 Digital Remaster / 24-Bit Mastering,Stray Cats,4
Look At That Cadillac - 2000 Digital Remaster / 24-Bit Mastering,Stray Cats,4
I Won't Stand In Your Way - 2000 Digital Remaster / 24-Bit Mastering,Stray Cats,4
Gene And Eddie - Remaster 2000,Stray Cats,4
Americano,The Brian Setzer Orchestra,0
This Cat's On A Hot Tin Roof,The Brian Setzer Orchestra,0
The Dirty Boogie,The Brian Setzer Orchestra,4
This Old House,The Brian Setzer Orchestra,0
Let's Live It Up,The Brian Setzer Orchestra,4
Sleepwalk,The Brian Setzer Orchestra,4
Jump Jive An' Wail,The Brian Setzer Orchestra,0
You're The Boss,The Brian Setzer Orchestra,4
Rock This Town,The Brian Setzer Orchestra,3
Since I Don't Have You,The Brian Setzer Orchestra,4
Switchblade 327,The Brian Setzer Orchestra,4
Nosey Joe,The Brian Setzer Orchestra,0
Hollywood Nocturne,The Brian Setzer Orchestra,1
As Long As I'm Singin',The Brian Setzer Orchestra,4
The House Is Rockin',The Brian Setzer Orchestra,0
Hoodoo Voodoo Doll,The Brian Setzer Orchestra,4
Town Without Pity,The Brian Setzer Orchestra,4
Rumble In Brighton,The Brian Setzer Orchestra,4
The Man With The Magic Touch,The Brian Setzer Orchestra,4
(The Legend Of) Johnny Kool,The Brian Setzer Orchestra,4
Ghost Radio,The Brian Setzer Orchestra,4
(Everytime I Hear) That Mellow Saxophone,The Brian Setzer Orchestra,4
Buzz Buzz,The Brian Setzer Orchestra,4
My Baby Only Cares For Me,The Brian Setzer Orchestra,4
"Hey, Louis Prima",The Brian Setzer Orchestra,0
Sammy Davis City,The Brian Setzer Orchestra,4
Thunder Road,Bruce Springsteen,1
Tenth Avenue Freeze-Out,Bruce Springsteen,4
Jungleland,Bruce Springsteen,3
Hungry Heart,Bruce Springsteen,4
Dancing In the Dark,Bruce Springsteen,4
Tunnel of Love,Bruce Springsteen,1
One Step Up,Bruce Springsteen,4
Human Touch,Bruce Springsteen,3
T.S.O.P. (The Sound of Philadelphia) (feat. The Three Degrees),MFSB,4
T.S.O.P. (The Sound of Philadelphia) (feat. The Three Degrees),The Three Degrees,4
Love's Theme,The Love Unlimited Orchestra,4
Heaven Must Be Missing An Angel - Pt. 1,Tavares,3
More Than Words,Extreme,1
Wicked Game,Chris Isaak,1
Baby Did a Bad Bad Thing,Chris Isaak,0
Rock the Boat,Hues Corporation,4
"More, More, More - Single Version",Andrea True Connection,0
Me and Mrs. Jones,Billy Paul,1
Boogie Wonderland,"Earth, Wind & Fire",1
Boogie Wonderland,The Emotions,1
September,"Earth, Wind & Fire",4
Fantasy,"Earth, Wind & Fire",4
After the Love Has Gone,"Earth, Wind & Fire",1
Shining Star,"Earth, Wind & Fire",0
Let's Groove,"Earth, Wind & Fire",1
Reasons,"Earth, Wind & Fire",1
Sing a Song,"Earth, Wind & Fire",4
Can't Hide Love,"Earth, Wind & Fire",4
Getaway,"Earth, Wind & Fire",4
Serpentine Fire,"Earth, Wind & Fire",4
Hotel California - 2013 Remaster,Eagles,3
Take It Easy - 2013 Remaster,Eagles,4
One of These Nights - 2013 Remaster,Eagles,1
Desperado - 2013 Remaster,Eagles,4
New Kid in Town - 2013 Remaster,Eagles,1
Take It to the Limit - 2013 Remaster,Eagles,1
"Hotel California - Live at The Forum, Los Angeles, CA, 10/20-22/1976",Eagles,3
Already Gone - 2013 Remaster,Eagles,4
Tequila Sunrise - 2013 Remaster,Eagles,0
Witchy Woman - 2013 Remaster,Eagles,4
James Dean - 2013 Remaster,Eagles,4
On the Border - 2013 Remaster,Eagles,1
I Can't Tell You Why - 2013 Remaster,Eagles,1
The Best of My Love - 2013 Remaster,Eagles,1
Heartache Tonight - 2013 Remaster,Eagles,1
In the City - 2013 Remaster,Eagles,4
The Long Run - 2013 Remaster,Eagles,4
Listen to the Music - Single Version; 2006 Remaster,The Doobie Brothers,4
Jesus Is Just Alright with Me - 2006 Remaster Single Version,The Doobie Brothers,4
Rockin' Down the Highway - 2007 Remaster,The Doobie Brothers,4
Long Train Runnin' - 2006 Remaster,The Doobie Brothers,4
China Grove - 2006 Remaster,The Doobie Brothers,4
South City Midnight Lady - 2006 Remaster,The Doobie Brothers,1
"Another Park, Another Sunday - 2006 Remaster",The Doobie Brothers,1
Eyes of Silver - 2006 Remaster,The Doobie Brothers,0
Black Water - 2006 Remaster,The Doobie Brothers,4
Take Me in Your Arms (Rock Me a Little While) - 2006 Remaster,The Doobie Brothers,4
Sweet Maxine - Single Edit; 2006 Remaster,The Doobie Brothers,4
Takin' It to the Streets - 2006 Remaster,The Doobie Brothers,4
Takin' It to the Streets - 2006 Remaster,James Taylor,4
Wheels of Fortune - 2006 Remaster,The Doobie Brothers,4
It Keeps You Runnin' - 2006 Remaster,The Doobie Brothers,4
It Keeps You Runnin' - 2006 Remaster,James Taylor,4
Little Darling (I Need You) - 2006 Remaster,The Doobie Brothers,4
What a Fool Believes - 2006 Remaster,The Doobie Brothers,4
Minute by Minute - 2006 Remaster,The Doobie Brothers,4
Dependin' on You - 2006 Remaster Single Version,The Doobie Brothers,4
Real Love - 2006 Remaster,The Doobie Brothers,4
One Step Closer - 2006 Remaster,The Doobie Brothers,4
Here to Love You - 2006 Remaster,The Doobie Brothers,4
You Belong to Me - 2006 Remaster,The Doobie Brothers,0
South Of The Border (Single Version) - 2006 Remastered,The Doobie Brothers,4
Without You - 2006 Remaster,The Doobie Brothers,1
FM,Steely Dan,1
Black Friday,Steely Dan,4
Babylon Sisters,Steely Dan,1
Deacon Blues,Steely Dan,3
Bodhisattva,Steely Dan,1
Hey Nineteen,Steely Dan,1
Peg,Steely Dan,4
Rikki Don't Lose That Number,Steely Dan,1
Reeling In The Years,Steely Dan,1
Bad Sneakers,Steely Dan,4
Do It Again,Steely Dan,1
My Old School,Steely Dan,1
Black Cow,Steely Dan,1
Aja,Steely Dan,3
Home At Last,Steely Dan,1
Josie,Steely Dan,1
The Fez,Steely Dan,4
Dirty Work,Steely Dan,0
I.G.Y.,Donald Fagen,1
I Just Wanna Stop,Gino Vannelli,4
I Keep Forgettin' (Every Time You're Near),Michael McDonald,4
On My Own,Patti LaBelle,1
Lady Marmalade,Patti LaBelle,4
Never Knew Love Like This Before,Stephanie Mills,1
"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack",Deniece Williams,1
It's Gonna Take a Miracle,Deniece Williams,4
On The Wings Of Love,Jeffrey Osborne,4
Rhythm Of The Night,DeBarge,4
Who's Holding Donna Now?,DeBarge,1
You Make My Dreams (Come True),Daryl Hall & John Oates,4
Maneater,Daryl Hall & John Oates,1
Rich Girl,Daryl Hall & John Oates,0
Sara Smile,Daryl Hall & John Oates,0
Private Eyes,Daryl Hall & John Oates,4
She's Gone,Daryl Hall & John Oates,1
I Can't Go for That (No Can Do),Daryl Hall & John Oates,1
Kiss on My List,Daryl Hall & John Oates,1
Out of Touch,Daryl Hall & John Oates,4
One On One,Daryl Hall & John Oates,4
Hot Rod Hearts - Remastered,Robbie Dupree,4
I Only Want to Be with You,Nicolette Larson,4
When You Come Around,Nicolette Larson,0
Straight from the Heart,Nicolette Larson,4
Ooo-Eee,Nicolette Larson,4
Dancing Jones,Nicolette Larson,4
Rio de Janeiro Blue,Nicolette Larson,4
Daddy,Nicolette Larson,4
Just in the Nick of Time,Nicolette Larson,4
"Let Me Go, Love",Nicolette Larson,4
Breaking Too Many Hearts,Nicolette Larson,4
Back in My Arms,Nicolette Larson,4
Fallen,Nicolette Larson,4
Isn't It Alway Love,Nicolette Larson,0
Lotta Love,Nicolette Larson,4
Rhumba Girl,Nicolette Larson,4
You Send Me,Nicolette Larson,4
Can't Get Away from You,Nicolette Larson,4
Mexican Divorce,Nicolette Larson,4
"Baby, Don't You Do It",Nicolette Larson,4
Give a Little,Nicolette Larson,0
Angels Rejoiced,Nicolette Larson,0
French Waltz,Nicolette Larson,1
Come Early Mornin',Nicolette Larson,0
Last in Love,Nicolette Larson,4
Trouble,Nicolette Larson,0
Suddenly - Xanadu/Soundtrack Version,Olivia Newton-John,4
Suddenly - Xanadu/Soundtrack Version,Cliff Richard,4
Physical,Olivia Newton-John,4
Magic,Olivia Newton-John,1
A Little More Love,Olivia Newton-John,4
"Happy Birthday, Sweet Sixteen",Neil Sedaka,0
Stairway to Heaven,Neil Sedaka,0
Stupid Cupid,Neil Sedaka,0
Breaking Up Is Hard to Do,Neil Sedaka,0
The Diary - Remastered,Neil Sedaka,0
Little Devil,Neil Sedaka,0
Oh! Carol,Neil Sedaka,0
Next Door To An Angel,Neil Sedaka,0
Calendar Girl,Neil Sedaka,0
Two-Bit Manchild,Neil Diamond,0
Modern Day Version Of Love,Neil Diamond,0
Honey-Drippin' Times,Neil Diamond,0
The Pot Smoker's Song,Neil Diamond,4
Brooklyn Roads,Neil Diamond,4
Shilo,Neil Diamond,0
Sunday Sun,Neil Diamond,0
Holiday Inn Blues,Neil Diamond,4
Practically Newborn,Neil Diamond,4
Knackelflerg,Neil Diamond,0
Merry-Go-Round,Neil Diamond,4
Brother Love's Travelling Salvation Show,Neil Diamond,4
And The Grass Won't Pay No Mind,Neil Diamond,4
Juliet,Neil Diamond,0
Sweet Caroline,Neil Diamond,4
Holly Holy,Neil Diamond,1
And The Singer Sings His Song,Neil Diamond,4
Until It's Time For You To Go,Neil Diamond,4
He Ain't Heavy ... He's My Brother,Neil Diamond,4
Free Life,Neil Diamond,4
Coldwater Morning,Neil Diamond,4
Childsong,Neil Diamond,0
I Am The Lion,Neil Diamond,0
Madrigal,Neil Diamond,0
Soolaimon,Neil Diamond,1
Missa,Neil Diamond,0
African Trilogy,Neil Diamond,1
I Am...I Said - Single Version,Neil Diamond,4
Crunchy Granola Suite - Single Version,Neil Diamond,0
Stones - Single Version,Neil Diamond,0
If You Go Away,Neil Diamond,4
Suzanne,Neil Diamond,1
The Last Thing On My Mind,Neil Diamond,4
Husbands And Wives,Neil Diamond,4
Chelsea Morning,Neil Diamond,0
I Think It's Gonna Rain Today,Neil Diamond,0
Song Sung Blue - Single Version,Neil Diamond,4
Porcupine Pie,Neil Diamond,0
Canta Libre,Neil Diamond,1
Play Me,Neil Diamond,4
Gitchy Goomy,Neil Diamond,4
High Rolling Man,Neil Diamond,0
Captain Sunshine,Neil Diamond,4
Walk On Water,Neil Diamond,0
Morningside,Neil Diamond,1
Lonely Looking Sky,Neil Diamond,4
Dear Father - Instrumental,Neil Diamond,1
Skybird,Neil Diamond,0
I've Been This Way Before,Neil Diamond,4
The Last Picasso,Neil Diamond,1
Longfellow Serenade,Neil Diamond,4
Rosemary's Wine,Neil Diamond,0
Yes I Will,Neil Diamond,1
Reggae Strut,Neil Diamond,4
The Gift Of Song,Neil Diamond,0
Beautiful Noise,Neil Diamond,4
Stargazer,Neil Diamond,0
Lady-Oh,Neil Diamond,4
If You Know What I Mean,Neil Diamond,4
Street Life,Neil Diamond,0
Surviving The Life,Neil Diamond,4
Jungletime,Neil Diamond,4
Signs,Neil Diamond,4
Desirée,Neil Diamond,4
Let Me Take You In My Arms Again,Neil Diamond,0
Let The Little Boy Sing,Neil Diamond,4
I'm Glad You're Here With Me Tonight,Neil Diamond,4
Free Man In Paris,Neil Diamond,1
As If,Neil Diamond,4
The American Popular Song,Neil Diamond,1
St. Louis Blues,Arthur Migliazza,1
Boogie Woogie Stomp,Arthur Migliazza,4
September Morn,Neil Diamond,4
America,Neil Diamond,4
Love On The Rocks,Neil Diamond,4
"Amazed And Confused - From ""The Jazz Singer"" Soundtrack",Neil Diamond,0
"On The Robert E. Lee - From ""The Jazz Singer"" Soundtrack",Neil Diamond,0
The Sun Ain't Gonna Shine,Neil Diamond,4
"Summerlove - From ""The Jazz Singer"" Soundtrack",Neil Diamond,4
Hello Again,Neil Diamond,4
"You Baby - From ""The Jazz Singer"" Soundtrack",Neil Diamond,0
"Acapulco - From ""The Jazz Singer"" Soundtrack",Neil Diamond,0
"Hey Louise - From ""The Jazz Singer"" Soundtrack",Neil Diamond,0
"Songs Of Life - From ""The Jazz Singer"" Soundtrack",Neil Diamond,4
"Jerusalem - From ""The Jazz Singer"" Soundtrack",Neil Diamond,0
Yesterday's Songs,Neil Diamond,0
Heartlight,Neil Diamond,1
Tennessee Moon,Neil Diamond,0
Little Lion Man,Mumford & Sons,4
I Will Wait,Mumford & Sons,1
Theres A Moon Out Tonight,The Moonglows,0
"Goodnight, Sweetheart, Goodnight",The Spaniels,0
Limbo Rock,Chubby Checker,0
Does Anybody Really Know What Time It Is? - 2002 Remaster,Chicago,1
Beginnings - 2002 Remaster,Chicago,3
Questions 67 and 68 - 2002 Remaster,Chicago,1
I'm a Man - 2002 Remaster,Chicago,3
Make Me Smile - 2002 Remaster,Chicago,4
Colour My World - 2002 Remaster,Chicago,0
25 or 6 to 4 - 2002 Remaster,Chicago,1
Saturday in the Park - 2002 Remaster,Chicago,4
Just You 'N' Me - 2002 Remaster,Chicago,4
Feelin' Stronger Every Day - 2002 Remaster,Chicago,4
Tired of Being Alone (with Al Green) - from Chicago in the Rockies,Chicago,4
Tired of Being Alone (with Al Green) - from Chicago in the Rockies,Al Green,4
Happy Man,Chicago,4
(I've Been) Searchin' So Long - 2002 Remaster,Chicago,1
Wishing You Were Here - 2002 Remaster,Chicago,1
Call on Me - 2002 Remaster,Chicago,4
Old Days - 2002 Remaster,Chicago,4
If You Leave Me Now,Chicago,4
Another Rainy Day in New York City - 2002 Remaster,Chicago,0
"Baby, What a Big Surprise - Edit",Chicago,0
No Tell Lover - 2002 Remaster,Chicago,4
Hard to Say I'm Sorry / Get Away - 2009 Remaster,Chicago,1
Love Me Tomorrow - 2009 Remaster,Chicago,1
Stay the Night - 2009 Remaster,Chicago,4
Hard Habit to Break - 2009 Remaster,Chicago,1
Along Comes a Woman - 2009 Remaster,Chicago,4
You're the Inspiration - 2009 Remaster,Chicago,4
If She Would Have Been Faithful... - 2009 Remaster,Chicago,4
Will You Still Love Me? - 2009 Remaster,Chicago,1
Look Away - 2009 Remaster,Chicago,4
What Kind of Man Would I Be? - 2009 Remaster,Chicago,4
I Don't Wanna Live Without Your Love,Chicago,4
Believe,Cher,4
Strong Enough,Cher,4
